Fiscal Year,Service,Department,Program,Fund,Fund Type,Expense Type,Description,Approved Amount
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"154,509.12"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,831.09
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"9,495.81"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"25,658.48"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"3,903.27"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"19,430"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"9,856"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Labor,"101,639.12"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Labor,"207,840"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Labor,"1,421"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Labor,"1,475,573.6"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Labor,"211,391.89"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"22,500"
2023,Administration,Office of the City Auditor,Office of the City Auditor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"32,000"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"41,000"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"49,264.15"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"15,000.97"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"49,200"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"4,792"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Labor,"54,054.46"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Labor,"124,702"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Labor,"700,201.64"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Labor,"108,781.57"
2023,Administration,Office of the Employee Ombud,Employee Ombud Office,00100 - General Fund,General Fund,Expenditures,Non-Labor,"5,000"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"773,242.93"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,614.27"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,565.92
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"133,952.37"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"505,905.55"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"32,008.62"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,406,012.44"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"46,000"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"38,543"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"414,467.88"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"644,300"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"3,680"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"5,219,851.84"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"426,446.98"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"34,589.36"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"38,750"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Labor,"8,117.07"
2023,Administration,Office of the Mayor,Office of the Mayor,00100 - General Fund,General Fund,Expenditures,Non-Labor,"678,000"
2023,Administration,Seattle Department of Human Resources,Citywide Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,723,952"
2023,Administration,Seattle Department of Human Resources,Citywide Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"4,349"
2023,Administration,Seattle Department of Human Resources,Citywide Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"1,526,598.21"
2023,Administration,Seattle Department of Human Resources,Citywide Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"28,756.89"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"43,443"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"397,216.46"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,-0.01
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"296,553.69"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,0
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"67,098"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"96,943.9"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"129,553.73"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"2,269"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"1,766,161.65"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"298,115.07"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"7,653"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"-23,418.49"
2023,Administration,Seattle Department of Human Resources,Departmental Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"35,331"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"562,458.53"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"419,920.03"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"303,598"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"12,023"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"176,710.54"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"4,566"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"2,310,076.14"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"390,823.83"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,0
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Non-Labor,"97,728"
2023,Administration,Seattle Department of Human Resources,Divisional Indirect Costs,00100 - General Fund,General Fund,Expenditures,Labor,"-28,625.32"
2023,Administration,Seattle Department of Human Resources,HR Investigations,00100 - General Fund,General Fund,Expenditures,Labor,"132,405.49"
2023,Administration,Seattle Department of Human Resources,HR Investigations,00100 - General Fund,General Fund,Expenditures,Labor,"217,853.76"
2023,Administration,Seattle Department of Human Resources,HR Investigations,00100 - General Fund,General Fund,Expenditures,Labor,"396,147.86"
2023,Administration,Seattle Department of Human Resources,HR Investigations,00100 - General Fund,General Fund,Expenditures,Labor,"98,851.23"
2023,Administration,Seattle Department of Human Resources,HR Investigations,00100 - General Fund,General Fund,Expenditures,Non-Labor,"10,000"
